idUnico,idInitiative,nameInitiative,nameOrg,idOrg,country,idCountry,city,idCity,latitude,longitude,rangoEmpleados,orgCount,projCount
112137,112,Denunciapp Gt,Movimiento Cívico Nacional,137,Guatemala,80,Guatemala,36,14.6349149,-90.5068824,51-100 personas,2,1
113138,113,Plp 2.0 - Tecnología Social En El Enfrentamiento A La Violencia Contra Las Mujeres,"Themis Gênero, Justiça E Direitos Humanos",138,Brasil,57,Porto Alegre,77,-30.0346471,-51.2176584,6-10 personas,2,1
113139,113,Plp 2.0 - Tecnología Social En El Enfrentamiento A La Violencia Contra Las Mujeres,Conceptu Protótipos E Sistemas,139,Brasil,57,Porto Alegre,77,-30.0346471,-51.2176584,11-25 personas,1,1
114140,114,"Iniciativa De Innovación Tecnológica Para La Participación Ciudadana En El Monitoreo, Fiscalización E Incidencia En El Congreso Nacional","Participación Ciudadana, Capitulo Dominicano Transparencia Internacional",140,República Dominicana,89,Santo Domingo,94,18.4860575,-70.017052,26-50 personas,1,1
115142,115,Sistema De Alerta Inmediata Para Protección A Mujeres En Riesgo De Agresión Violenta,Inkco Sas,142,Colombia,35,Bogotá,13,4.7109886,-74.072092,11-25 personas,4,1
115141,115,Sistema De Alerta Inmediata Para Protección A Mujeres En Riesgo De Agresión Violenta,Comite Para La Democratización De La Informatica. Cdi Colombia,141,Colombia,35,Bucaramanga,15,7.119349,-73.1227416,0-5 personas,2,1
116143,116,"Medios De Periodismo Ciudadano, Independientes, Participativos, Transparentes, De Alta Escalabilidad E Impacto Social",Asesorías E Inversiones Comunidades Ciudadanas S.A.,143,Chile,42,Santiago,92,-33.4488897,-70.6692655,0-5 personas,4,1
117144,117,Observatório Do Plano Nacional De Educação (Opne),Todos Pela Educação,144,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,26-50 personas,4,2
118145,118,Certificaciones De Sostenibilidad Para Empresas Y Consumidores ,Fundación Consuma Conciencia,145,Chile,42,Santiago,92,-33.4488897,-70.6692655,11-25 personas,3,2
119147,119,"Sumá - Sistema De Qualificação De Gestores, Operadores E Fornecedores Da Alimentação Institucional",Instituto Stela,147,Brasil,57,Balneário Camboriu,7,-27.0015756,-48.637905,6-10 personas,3,2
119146,119,"Sumá - Sistema De Qualificação De Gestores, Operadores E Fornecedores Da Alimentação Institucional",Sumá,146,Brasil,57,Florianópolis,34,-27.5948698,-48.5482195,6-10 personas,4,2
120148,120,Plataforma Ciudadana De Seguridad Vial Para La Ciudad De México,Instituto De Políticas Para El Transporte Y El Desarrollo (Itdp),148,México,51,Cancún,19,21.161908,-86.8515279,101-500 personas,3,1
121149,121,Compras Públicas ,Observatorio Del Gasto Fiscal - Via Fundación Contexto Ciudadano,149,Chile,42,Santiago,92,-33.4488897,-70.6692655,11-25 personas,3,1
121150,121,Compras Públicas ,"Universidad De Chile, Facultad De Ciencias Físicas Y Matemáticas, Departamento De Ingeniería Industrial, Centro De Investigación En Inteligencia De Negocios (Ceine)",150,Chile,42,Santiago ,92,-33.4488897,-70.6692655,0-5 personas,3,1
121151,121,Compras Públicas ,"Universidad De Santiago De Chile, Facultad De Administración Y Economía",151,Chile,42,Santiago ,92,-33.4488897,-70.6692655,26-50 personas,1,1
122152,122,Plataforma De Visualización De Plan De Metas De Nuevo León,"Consejo Cívico De Instituciones De Nuevo León, A.C.",152,México,51,Cancún,19,21.161908,-86.8515279,6-10 personas,1,1
123154,123,Periferia Na Palma Da Mão - Conectando Conhecimentos Para Transformar,Rede Conhecimento Social,154,Brasil,57,Fortaleza,35,-3.7327144,-38.5269981,0-5 personas,1,1
123153,123,Periferia Na Palma Da Mão - Conectando Conhecimentos Para Transformar,Instituto  Banco Da Periferia,153,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,0-5 personas,1,1
124155,124,"Tannder, Educación Virtual Al Alcance De Todos",Tannder Corp,155,Perú,25,Lima,51,-12.0463731,-77.042754,0-5 personas,1,1
125156,125,Reporta Ciudad,Red Ciudadana Nuestra Córdoba – Asociación Civil Nuestra Córdoba,156,Uruguay,55,Montevideo,66,-34.9011127,-56.1645314,6-10 personas,1,1
125157,125,Reporta Ciudad,Data Uruguay,157,Uruguay,55,Montevideo,66,-34.9011127,-56.1645314,0-5 personas,1,1
126159,126,Projeto Felícia - Aplicativos Catatudo,Areta Valente Guimarães Mei,159,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,6-10 personas,2,1
126158,126,Projeto Felícia - Aplicativos Catatudo,Panapana Informacao E Educacao Ltda ­ Me ,158,Brasil,57,Tatuí,100,-23.3492186,-47.8465761,51-100 personas,2,1
127161,127,Plataforma Digital De Empoderamento De Favelas Pela Informação E Auto-Organização,Mega Cities,161,Otro,90,"Denver, CO",29,39.744653,-104.991784,0-5 personas,1,1
127160,127,Plataforma Digital De Empoderamento De Favelas Pela Informação E Auto-Organização,Instituto Atlântico,160,Brasil,57,Río de Janeiro,82,-22.9068467,-43.1728965,26-50 personas,1,1
128162,128,Promesas Verdes,Sociedad Peruana De Derecho Ambiental,162,Perú,25,Lima,51,-12.0463731,-77.042754,0-5 personas,1,1
12923,129,Pinghacker,Nucleo Digital,23,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,11-25 personas,1,1
130163,130,Transparencia En Publicidad Oficial,"Fundar, Centro De Análisis E Investigación",163,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,1,1
131164,131,Tem Açúcar? (Tienes Azúcar?),Carla Barbedo Zorzanelli ,164,Brasil,57,Río de Janeiro,82,-22.9068467,-43.1728965,11-25 personas,2,1
132165,132,Plataforma Digital De Participación Y Fiscalización Ciudadana De Las Personas Jóvenes Rurales De Cartago,Cooperativa Sulá Batsú,165,Costa Rica,78,San José,87,-31.8970823,-61.8598807,11-25 personas,2,1
133166,133,Concejo Abierto,Fundapi,166,Ecuador,54,Guayaquil,37,-2.1709979,-79.9223592,0-5 personas,1,1
134167,134,Cresta App,Asociación Chilena De Protección De La Familia - Aprofa,167,Chile,42,Santiago,92,-33.4488897,-70.6692655,0-5 personas,2,1
135168,135,Plataforma De Seguimiento De La Gestión Forestal Comunitaria Uso Múltiple Uso Sostenible De Unidades De Conservación En La Amazonía Brasiliera,Instituto Floresta Tropical ,168,Brasil,57,Belém ,10,-1.4557292,-48.4901785,0-5 personas,2,1
136169,136,Thot Group,Thot Group,169,Colombia,35,Medellín,62,6.244203,-75.5812119,11-25 personas,1,1
137170,137,Minga - Manejo Colectivo De Residuos,Manejo Inteligente De Residuos Y Gestión Ambiental Minga,170,Colombia,35,Bogotá,13,4.7109886,-74.072092,0-5 personas,1,1
138171,138,Plataforma Para La Evaluación Y Monitoreo De Calidad En La Atención En Instituciones Públicas,Centro De Participación Y Ciudadanía - Ciudadanos Al Día,171,Perú,25,Lima,51,-12.0463731,-77.042754,6-10 personas,1,1
139173,139,Contratobook: Plataforma De Auditoria Ciudadana,Spaceshipslabs,173,México,51,Ciudad de México,22,19.4326077,-99.133208,51-100 personas,2,1
139172,139,Contratobook: Plataforma De Auditoria Ciudadana,Ciudadan@S Por La Transparencia A.C,172,México,51,Guadalajara,36,20.6596988,-103.3496092,0-5 personas,2,1
140174,140,Paz En Construcción,Fundación Mi Sangre,174,Colombia,35,Bogotá,13,4.7109886,-74.072092,0-5 personas,3,1
14044,140,Paz En Construcción,Movilizatorio,44,Colombia,35,Medellín,62,6.244203,-75.5812119,6-10 personas,1,1
141175,141,Pedidos De Informação Pública Anônimos,Open Knowledge Brasil,175,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,11-25 personas,2,1
142176,142,Observatório Do Poder Legislativo (Opl),Phronesis Pesquisa E Consultoria Em Ciencias Sociais Ltd,176,Brasil,57,Río de Janeiro,82,-22.9068467,-43.1728965,11-25 personas,3,1
143177,143,Información Y Datos Para Combatir La Violencia Contra La Mujer En Brasil,Artigo 19 Brasil,177,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,0-5 personas,3,3
14441,144,Iniciativa Pescando Datos,The Engine Room,41,Otro,90,"Cambridge, MA",17,42.3736158,-71.1097335,6-10 personas,2,3
144178,144,Iniciativa Pescando Datos,Causa Natura,178,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,2,3
145179,145,Creación De Repositorios Institucionales En Las Universidades Públicas Venezolanas Para Democratizar El Acceso A La Información,"Asociación Nacional De Directores De Bibliotecas, Redes Y Servicios De Información Del Sector Académico, Universitario Y De Investigación (Anabisai)",179,Venezuela,87,Caracas,20,10.4805937,-66.9036063,0-5 personas,1,1
146180,146,Plataforma Iab-Sp,Instituto De Arquitetos Do Brasil - Departamento De São Paulo (Iab-Sp),180,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,51-100 personas,2,1
146181,146,Plataforma Iab-Sp,Hacklab,181,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,6-10 personas,2,2
147182,147,Células Solares A Partir De Compostos Reutilizados De Pilhas Não Alcalinas,Centro Universitário De Belo Horizonte,182,Brasil,57,Belo Horizonte,11,-19.9172987,-43.9345593,0-5 personas,7,2
148183,148,Cidades Em Dados - Transparência E Controle Social,World Resources Institute Brasil - Wri Brasil,183,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,6-10 personas,1,1
148184,148,Cidades Em Dados - Transparência E Controle Social,Eokoe Soluções Tecnológicas ,184,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,11-25 personas,2,1
149185,149,Citiviva - Ciudadanía Inteligente,Plataforma Ciudadana Inteligente,185,Panamá,84,Panamá,73,8.9823792,-79.5198696,101-500 personas,2,8
149186,149,Citiviva - Ciudadanía Inteligente,Cleteci S.A,186,Otro,90,Wellington,111,-41.2864603,174.776236,0-5 personas,1,8
150149,150,Gasto Amigable Municipal,Observatorio Del Gasto Fiscal - Vía Fundación Contexto Ciudadano,149,Chile,42,Santiago,92,-33.4488897,-70.6692655,0-5 personas,1,8
150151,150,Gasto Amigable Municipal,"Universidad De Santiago De Chile, Facultad De Administración Y Economía",151,Chile,42,Santiago,92,-33.4488897,-70.6692655,0-5 personas,1,8
151187,151,Tres Cocos: Análisis Digital Del Realismo Mágico.,Fundación Tres Cocos,187,Colombia,35,Sincelejo,98,9.3045773,-75.3905567,0-5 personas,1,8
152188,152,Nuestro Desarrollo,Policéntrico,188,Colombia,35,Bogotá,13,4.7109886,-74.072092,101-500 personas,2,8
153189,153,Experimento Social: Overhaul De La Democracia A Través De La Tecnología ,Asociación Centro Ciudadano De Estudios Para Una Sociedad Abierta -Accesa ,189,Costa Rica,78,San José,87,-31.8970823,-61.8598807,0-5 personas,2,8
154190,154,Economía Del Bien Común,Asociación Nacional Para El Fomento De La Economia Del Bien Común En Chile,190,Chile,42,Santiago,92,-33.4488897,-70.6692655,0-5 personas,1,8
155191,155,Conectados : Tecnología Cívica Para El Acceso De Los Servicios De Salud Y Ejercicio De Los Derechos Sexuales Y Derechos Reproductivos De Adolescentes Y Jóvenes ,Inppares - Instituto Peruano De Paternidad Responsables ,191,Perú,25,Lima,51,-12.0463731,-77.042754,11-25 personas,2,1
156189,156,Innovación Cívica: Plataforma Tecnológica De Gestión De Servicios Públicos Para El Gobierno Local ,Asociación Centro Ciudadano De Estudios Para Una Sociedad Abierta -Accesa ,189,Costa Rica,78,San José,87,-31.8970823,-61.8598807,0-5 personas,2,1
157192,157,Rede Cordial,Instituto Cordial,192,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,6-10 personas,2,1
158193,158,Plataforma Carazo Sostenible,Fundación Nicaragüense Para La Defensa Del Medio Ambiente Y Protección De Los Recursos Naturales (Fundenatura),193,Nicaragua,83,Managua,58,12.1149926,-86.2361744,0-5 personas,2,1
158194,158,Plataforma Carazo Sostenible,Core Systems,194,Nicaragua,83,Managua,58,12.1149926,-86.2361744,11-25 personas,1,1
159195,159,Avisora,Avisora,195,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,1,1
160196,160,Ciudadano App,Movimiento Nacional Por La Integridad,196,Guatemala,80,Guatemala,36,14.6349149,-90.5068824,11-25 personas,1,1
161197,161,Asociación De Estudiantes De Escuela De Gobierno,Ae Edg,197,Guatemala,80,Guatemala ,36,14.6349149,-90.5068824,0-5 personas,1,1
162198,162,"Sistema De Votación De Votación Electrónica, Autenticada Por Firma Digital",Solvo,198,Costa Rica,78,Heredia,38,9.9981413,-84.1197643,11-25 personas,1,3
163199,163,Estamos Córdoba: Aplicaciones Para Una Administración Relacional,Asociación Civil Para La Construcción De Un Gobierno Abierto,199,Argentina,62,Córdoba,25,-31.4200833,-64.1887761,0-5 personas,4,3
164200,164,Buscándonos,"Este País, A.C.",200,México,51,Ciudad de México,22,19.4326077,-99.133208,11-25 personas,1,3
164201,164,Buscándonos,Animal S. De R.L. De C.V,201,México,51,Ciudad de México,22,19.4326077,-99.133208,11-25 personas,1,1
165202,165,"Siga - Sistema De Indicadores, Informações Georeferenciadas E Ambientais Do Litoral Norte Do Estado Do São Paulo",Instituto Ilhabela Sustentável - Iis,202,Brasil,57,Ilhabela,40,-23.8158392,-45.3664809,11-25 personas,1,1
166203,166,Tapamihueco,Camaleon Multimedia Sas,203,Colombia,35,Bogotá,13,4.7109886,-74.072092,6-10 personas,1,1
167204,167,Socialab Pia: Plataforma De Innovación Abierta,Socialab Global,204,Chile,42,Santiago,92,-33.4488897,-70.6692655,0-5 personas,1,1
168205,168,"Tu Dinero, Tu Gobierno",Centro De Investigación Económica Y Presupuestaria A.C.,205,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,1,1
168206,168,"Tu Dinero, Tu Gobierno","Simetría, Centro De Innovación En Políticas Públicas A.C.",206,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,1,1
169207,169,Todos Por Um (Tp1),Associação Todos Por Um (Tp1),207,Brasil,57,Londrina,55,-23.3044524,-51.1695824,6-10 personas,2,1
169208,169,Todos Por Um (Tp1),Mz Tecnologia ,208,Brasil,57,Londrina,55,-23.3044524,-51.1695824,6-10 personas,2,1
169209,169,Todos Por Um (Tp1),Geleia .Mob,209,Brasil,57,Londrina,55,-23.3044524,-51.1695824,0-5 personas,2,1
170211,170,Belisar.Io,Rokode Digital,211,México,51,Ciudad de México,22,19.4326077,-99.133208,6-10 personas,3,1
170212,170,Belisar.Io,War Contenidos  ,212,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,1,6
170210,170,Belisar.Io,Hormiga Investigación,210,México,51,Ciudad de México ,22,19.4326077,-99.133208,6-10 personas,2,6
17062,170,Belisar.Io,Invernaideas,62,México,51,Puebla,78,19.0414398,-98.2062727,6-10 personas,2,6
171213,171,Empurrando Juntos,Instituto Cidade Democra´Tica,213,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,101-500 personas,1,6
172214,172,Acercamiento De La Comunidad Mas Vulnerable Del Municipio De Molagavita (Santander – Colombia),Corporación Cobeii,214,Colombia,35,Bucaramanga,15,7.119349,-73.1227416,11-25 personas,1,6
17326,173,Análisis De Campaña Para Candidatos Independientes,Gobierno Fácil,26,México,51,Oaxaca,71,17.0542297,-96.7132304,0-5 personas,1,6
174215,174,Desarrollos Territoriales Rurales Municipales Auto Sostenibles,"Municipalidad San José Del Ídolo Suchitepéquez, Guatemala",215,Guatemala,80,Guatemala,36,14.6349149,-90.5068824,6-10 personas,1,1
175216,175,Plataforma Local De Combate A La Corrupción Y Participación Ciudadana ,Borde Político A.C.,216,México,51,Ciudad de México,22,19.4326077,-99.133208,6-10 personas,1,1
176217,176,Laboratorio Para La Acción Pública - Appta,Laboratorio Para La Acción Pública,217,Colombia,35,Bogotá,13,4.7109886,-74.072092,0-5 personas,2,1
177218,177,Cityflag ,Cityflag Sapi De Cv,218,México,51,Ciudad de México,22,19.4326077,-99.133208,6-10 personas,1,1
178219,178,Comunidad Indígena Por La Participación Ciudadana En Oaxaca,"Centro Profesional Indígena De Asesoría, Defensa Y Traducción A.C.",219,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,2,1
179220,179,Transparência Nas Licitações,Transparência Brasil,220,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,0-5 personas,2,1
180175,180,Libre,Open Knowledge Foundation Brasil,175,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,11-25 personas,4,1
180184,180,Libre,Eokoe Soluções Tecnológicas ,184,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,11-25 personas,1,1
180221,180,Libre,Fluxo,221,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,0-5 personas,2,1
181216,181,Plataforma Digital De Participación Ciudadana En Congresos Locales,Borde Político A.C.,216,México,51,Ciudad de México,22,19.4326077,-99.133208,11-25 personas,2,4
182222,182,Proposta Metodológica Para A Interpretação Automatizada Geoespacial Da Questão Do Urbano E Rural No Brasil,Fgx,222,Brasil,57,Florianópolis,34,-27.5948698,-48.5482195,0-5 personas,3,4
183223,183,Entre Vecinos,Fundación Democracia Y Desarrollo,223,Chile,42,Santiago,92,-33.4488897,-70.6692655,6-10 personas,4,4
184224,184,"Plataforma Digital Do Livro ""Aos Trancos E Barrancos: Como O Brasil Deu No Que Deu"", De Darcy Ribeiro",Fundação Darcy Ribeiro,224,Brasil,57,Río de Janeiro,82,-22.9068467,-43.1728965,6-10 personas,11,1
185225,185,Ferramenta De Avaliação De Mandatos Parlamentares (Famp),Avesso Sustentabilidade,225,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,0-5 personas,1,4
186226,186,Observatorio Ciudadano De Ecosistemas Urbanos,Kodevian Enterprise Software Solutions,226,Perú,25,Lima,51,-12.0463731,-77.042754,26-50 personas,2,1
186227,186,Observatorio Ciudadano De Ecosistemas Urbanos,Centro Peruano Para La Resiliencia De Socioecosistemas Urbanos - Centro Urbes,227,Perú,25,Lima,51,-12.0463731,-77.042754,6-10 personas,2,1
187228,187,Red Colaborativa Para El Desarrollo De La Economía Social,Incotedes,228,Argentina,62,San Salvador de Jujuy,90,-24.1857864,-65.2994767,6-10 personas,1,1
187229,187,Red Colaborativa Para El Desarrollo De La Economía Social,Ariel Cabezas,229,Argentina,62,San Salvador de Jujuy,90,-24.1857864,-65.2994767,101-500 personas,1,2
188230,188,Agromas ,"Corporación Integral De Innovación Social ""Innovar""",230,Colombia,35,Cúcuta,26,7.8890971,-72.4966896,6-10 personas,2,2
189231,189,Veias Abertas – Dados Sobre Conflitos Socioambientais ,Instituto Socioambiental,231,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,11-25 personas,1,2
190184,190,"Sagui: Sistema De Escucha, Monitoreo Y Alerta Sobre Riesgos Y Impactos De Grandes Emprendimientos En Los Derechos De Las Comunidades Locales",Eokoe Soluções Tecnológicas ,184,Brasil,57,Recife,81,-8.0522404,-34.9286096,51-100 personas,1,2
190232,190,"Sagui: Sistema De Escucha, Monitoreo Y Alerta Sobre Riesgos Y Impactos De Grandes Emprendimientos En Los Derechos De Las Comunidades Locales",Fgv.Gdhee - Grupo De Pesquisa Aplicada Em Direitos Humanos E Empresas Da Fundação Getulio Vargas,232,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,0-5 personas,1,1
190233,190,"Sagui: Sistema De Escucha, Monitoreo Y Alerta Sobre Riesgos Y Impactos De Grandes Emprendimientos En Los Derechos De Las Comunidades Locales",Associação Fórum Suapoe Espaço Socioambiental ,233,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,6-10 personas,1,1
190234,190,"Sagui: Sistema De Escucha, Monitoreo Y Alerta Sobre Riesgos Y Impactos De Grandes Emprendimientos En Los Derechos De Las Comunidades Locales",Fgv.Ceapg - Centro De Estudos Em Administração Pública E Governo Da Escola De Administração De Empresas Da Fundação Getulio Vargas ,234,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,0-5 personas,1,1
191235,191,Plataforma De Pequeños Constructores Para Infraestructura Y Bienes Públicos,Constructora Proyecto Propio,235,Chile,42,Santiago,92,-33.4488897,-70.6692655,0-5 personas,2,1
192236,192,¿Cómo Viajamos? App Para Realizar Denuncias Y Reclamos En El Uso Del Transporte Público De Pasajeros De La Región Metropolitana De Buenos Aires,"Fundación Laboratorio De Políticas Públicas, Lpp",236,Argentina,62,Buenos Aires,16,-34.6036844,-58.3815591,6-10 personas,2,1
192237,192,¿Cómo Viajamos? App Para Realizar Denuncias Y Reclamos En El Uso Del Transporte Público De Pasajeros De La Región Metropolitana De Buenos Aires,On The Move,237,Argentina,62,Buenos Aires,16,-34.6036844,-58.3815591,0-5 personas,1,1
193238,193,Projeto Guardiões Do Cariri - Cidade Modelo Mauriti-Ce,Centro De Educação E Assessoria Popular Mauriti-Ce  ,238,Brasil,57,Mauritice,61,-7.3829493,-38.7716665,0-5 personas,1,1
194239,194,"Arteria: Activa, Responde, Transforma.",Medialab Quito,239,Ecuador,54,Guayaquil,37,-2.1709979,-79.9223592,> 1000 personas,1,1
194166,194,"Arteria: Activa, Responde, Transforma.",Fundapi,166,Ecuador,54,Quito,80,-0.1806532,-78.4678382,0-5 personas,1,1
194240,194,"Arteria: Activa, Responde, Transforma.",Red Infodesarrollo,240,Ecuador,54,Quito,80,-0.1806532,-78.4678382,6-10 personas,1,1
194241,194,"Arteria: Activa, Responde, Transforma.",Escuela Politécnica Nacional,241,Ecuador,54,Quito,80,-0.1806532,-78.4678382,101-500 personas,2,1
195242,195,Veedor De Obras,"Veeduria Distrital De Bogotá, Veeduría Delegada Para La Contratación",242,Colombia,35,Bogotá,13,4.7109886,-74.072092,6-10 personas,2,1
196243,196,Saludx,Cristian Damián Cazón,243,Argentina,62,Palpalá,72,-24.2584127,-65.2084907,11-25 personas,1,1
19753,197,Plataforma Pro Municipio,Socialtic,53,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,11,1
197245,197,Plataforma Pro Municipio,Centro De Investigaciones Y Estudios En Antropología Social ,245,México,51,Ciudad de México,22,19.4326077,-99.133208,11-25 personas,1,1
198246,198,Construyendo Caminos Seguros,Asi - Asesores Para La Inversión Social,246,México,51,Guadalajara,36,20.6596988,-103.3496092,6-10 personas,1,1
199247,199,Geomatica En Organismos Publicos,"Secretaria De Planificacion, Desarrollo Y Modernizacion De La Municipalidad De San Salvador De Jujuy",247,Argentina,62,San Salvador de Jujuy,90,-24.1857864,-65.2994767,101-500 personas,2,1
199248,199,Geomatica En Organismos Publicos,Digital Network Srl,248,Argentina,62,San Salvador de Jujuy,90,-24.1857864,-65.2994767,6-10 personas,2,1
200249,200,Open Failure,Instituto Del Fracaso A.C.,249,México,51,Cuernavaca,27,18.9242095,-99.2215659,0-5 personas,3,2
201250,201,Banca Ética Latinoamérica,Fundación Mapocho,250,Chile,42,Santiago,92,-33.4488897,-70.6692655,0-5 personas,3,2
202252,202,Cuidando E Monitorando A Cidade,"Ouvidoria-Geral Da União / Ministério Da Transparência, Fiscalização E Controladoria-Geral Da União?-Cgu",252,Brasil,57,Belém,10,-1.4557292,-48.4901785,6-10 personas,3,2
202254,202,Cuidando E Monitorando A Cidade,Centro De Mídias Cívicas Do Mit Media Lab,254,Brasil,57,Brasilia,14,-15.826691,-47.9218204,11-25 personas,4,1
202255,202,Cuidando E Monitorando A Cidade,Instituto Humanitas360,255,Brasil,57,Curitiba,28,-25.4808762,-49.3044253,6-10 personas,4,1
202154,202,Cuidando E Monitorando A Cidade,Rede Conhecimento Social,154,Puerto Rico,86,San Juan,88,18.4655394,-66.1057355,6-10 personas,3,1
202251,202,Cuidando E Monitorando A Cidade,"Colaboratório De Desenvolvimento E Participação, Universidade De São Paulo",251,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,11-25 personas,3,1
202253,202,Cuidando E Monitorando A Cidade,Laboratório De Inovação E Controle No Setor Público Da Universidade Federal Do Pará,253,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,11-25 personas,3,2
202256,202,Cuidando E Monitorando A Cidade,Rede De Observatorio Social Do Brasil,256,Otro,90,Washington DC,110,38.9071923,-77.0368707,26-50 personas,4,1
203257,203,Tu Conteo ,Grupo De Inovacion E Inteligencia Ciudadana ,257,México,51,Guadalajara,36,20.6596988,-103.3496092,0-5 personas,1,1
204258,204,Plataforma De Participación ,Fundación Base Pública,258,Chile,42,Santiago,92,-33.4488897,-70.6692655,0-5 personas,1,1
206260,206,Obras De Mi Ciudad,Fundación Nacional Para El Desarrollo (Funde),260,El Salvador,79,San Salvador,89,13.6929403,-89.2181911,51-100 personas,1,1
207261,207,Desarrollo De Proyectos De Placemaking Creativos Desde Comunidades,Fundación Nuevas Contingencias Sociales,261,Chile,42,Santiago,92,-33.4488897,-70.6692655,6-10 personas,1,2
208262,208,Iniciativa Educação Aberta Brasil,Instituto Educadigital,262,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,0-5 personas,1,2
209263,209,Cocozap,Observatório De Favelas Do Rio De Janeiro,263,Brasil,57,Río de Janeiro,82,-22.9068467,-43.1728965,11-25 personas,1,1
209264,209,Cocozap,Casa Fluminense,264,Brasil,57,Río de Janeiro,82,-22.9068467,-43.1728965,11-25 personas,1,1
210265,210,Jujuy Colaborativo,Cooperativa De Trabajo Tecnomática Limitada,265,Argentina,62,San Salvador de Jujuy,90,-24.1857864,-65.2994767,0-5 personas,1,1
210266,210,Jujuy Colaborativo,Dirección De Transparencia Y Gobierno Abierto De La Provincia De Jujuy,266,Argentina,62,San Salvador de Jujuy,90,-24.1857864,-65.2994767,6-10 personas,1,1
211267,211,Plataforma Fazer Solidário: Conectando Práticas Econômicas Alternativas,Centro De Assessoria Multiprofissional ,267,Brasil,57,Porto Alegre,77,-30.0346471,-51.2176584,11-25 personas,3,1
212268,212,Gênero E Número,Gênero E Número,268,Brasil,57,Río de Janeiro,82,-22.9068467,-43.1728965,0-5 personas,1,1
213269,213,Innpactia: Acercando Recursos A Las Causas,Innpactia S.A.S.,269,Colombia,35,Bogotá,13,4.7109886,-74.072092,0-5 personas,1,1
214270,214,Munitic,Colnodo – Asociación Colombiana De Organizaciones No Gubernamentales Para La Comunicación Vía Correo Electrónico,270,Colombia,35,Bogotá,13,4.7109886,-74.072092,6-10 personas,1,1
215271,215,Enspiral Latinoamerica,Pictórica Comunicações S/C Ltda,271,Otro,90,Barcelona,8,41.401413,2.157862,0-5 personas,1,1
215272,215,Enspiral Latinoamerica,Loomio Cooperative Limited,272,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,0-5 personas,2,1
216273,216,Plataforma Democracia Digital,Emagic,273,Ecuador,54,Quito,80,-0.1806532,-78.4678382,6-10 personas,2,1
216274,216,Plataforma Democracia Digital,Fundación Democracia Digital Ecuador,274,Ecuador,54,Quito,80,-0.1806532,-78.4678382,11-25 personas,2,1
217275,217,Lupa Dca,"Instituto Metropolitano De Profissionalização, Arte, Cultura E Oportunidades - Impacto",275,Brasil,57,Jaboatao dos Guararapes,43,-8.1688125,-34.920874,6-10 personas,2,1
218276,218,Phomenta - Doe Profissionalmente.,Instituto Phomenta,276,Brasil,57,Campinas,18,-22.9329252,-47.073845,6-10 personas,1,1
219277,219,Red Tonos Cihuatl,"Agencia Metropolitana De Seguridad, Laboratorio De Políticas Públicas",277,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,1,1
219278,219,Red Tonos Cihuatl,Cultura Y Educación Para El Desarrollo Y La Autonomía En México,278,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,4,1
219279,219,Red Tonos Cihuatl,Zapopan Lab,279,México,51,Ciudad de México,22,19.4326077,-99.133208,0-5 personas,4,1
220280,220,"Banca Imaginária A Cultura Brasileira Em Movimento""",Instituto Para O Desenvolvimento Racional Das Cidades,280,Brasil,57,São Paulo,97,-23.5505199,-46.6333094,> 1000 personas,4,1
221281,221,Gerico Gestión De Riesgo De Colombia,Gerico,281,Colombia,35,Bogotá,13,4.7109886,-74.072092,6-10 personas,1,1
